Label,MQ2,MQ3,MQ135,MQ136,MQ137
Fish Sauce,141.8914858,20.639399,60.24207012,22.74290484,549.3222037
Fish Sauce,150.2537563,20.44741235,61.70617696,22.9048414,564.0767947
Fish Sauce,139.8269551,18.5391015,73.90183028,20.12978369,451.2412646
Fish Sauce,141.3510815,18.6422629,74.76539101,20.24958403,461.0133111
Fish Sauce,137.063228,18.4093178,73.5374376,20.04492512,451.4725458
Fish Sauce,147.6422629,18.6156406,59.47088186,20.62063228,453.6173045
Fish Sauce,149.9407559,18.87640449,61.99897855,20.58222676,447.113381
Fish Sauce,135.6389351,18.17304493,58.31946755,20.22129784,462.8685524
Fish Sauce,166.9883527,19.71214642,57.98336106,22.98835275,440.5823627
Fish Sauce,138.4203612,21.74876847,58.50738916,24.22697368,532.6502463
Fish Sauce,126.6688852,20.26123128,53.26289517,22.34608985,500.6356073
Fish Sauce,147.1381032,21.58735441,60.4093178,23.81198003,542.9900166
Fish Sauce,129.9276316,20.60197368,52.97532895,23.42668863,512.2845395
Fish Sauce,141.014658,21.06026059,51.1237785,24.30130293,527.9087948
Fish Sauce,148.9180328,21.1,60.6147541,23.44334975,533.3180328
Fish Sauce,135.2413223,20.92892562,55.48099174,22.58677686,534.1553719
Oyster Sauce,86.44084279,17.80551053,46.70988655,21.10696921,425.6564019
Oyster Sauce,84.54983389,16.70431894,51.08803987,19.24418605,406.8903654
Oyster Sauce,105.0382696,17.65391015,53.7437604,21.0266223,415.7204659
Oyster Sauce,92.90848586,17.14808652,51.27787022,20.12312812,404.5873544
Oyster Sauce,91.7785124,17.86115702,43.78842975,21.28264463,402.0115702
Oyster Sauce,90.89885808,18.03099511,49.18270799,21.81566069,441.0391517
Oyster Sauce,89.3360522,17.91843393,48.46655791,21.32463295,439.0440457
Oyster Sauce,86.96869852,17.76112026,46.06260297,21.11532125,415.5370675
Oyster Sauce,85.59803922,17.69444444,45.76797386,21.01633987,412.0767974
Oyster Sauce,86.89508197,17.85737705,46.93770492,21.35737705,421.4131148
Oyster Sauce,79.88998358,18.48768473,59.44006568,21.72532895,486.7142857
Oyster Sauce,79.22697368,18.48848684,58.79769737,21.34703947,486.6381579
Oyster Sauce,90.25876461,18.56594324,46.82804674,22.4624374,466.9866444
Oyster Sauce,105.2612313,16.65723794,56.19800333,19.18635607,444.8618968
Oyster Sauce,98.96505824,16.65224626,55.7703827,18.96173045,430.3976705
Oyster Sauce,95.11295681,17.0166113,51.30730897,19.69767442,405.3355482
Oyster Sauce,90.61397671,16.96339434,52.10648918,19.60732113,406.81198
Oyster Sauce,86.25956739,16.76206323,50.79201331,19.36772047,402.655574
Oyster Sauce,86.73377704,16.77537438,51.57404326,19.40765391,403.4492512
Oyster Sauce,81.88632619,18.35255354,41.00329489,21.46787479,429.1581549
Oyster Sauce,78.55791191,18.34910277,43.99021207,21.57422512,482.9902121
Oyster Sauce,78.47704918,18.30819672,43.95081967,21.54351396,477.6622951
Oyster Sauce,105.8377049,19.36721311,45.82459016,22.77996716,490.0836066
Oyster Sauce,106.7004992,19.58735441,48.72545757,22.95840266,493.9484193
Oyster Sauce,98.14975042,19.21464226,47.40266223,22.89351082,475.7354409
Oyster Sauce,90.72413793,19.01642036,45.85385878,22.70888158,480.2200328
Oyster Sauce,100.8972268,19.53996737,46.24143556,23.23039216,489.7699837
Oyster Sauce,98.14796748,19.6097561,48.40325203,22.97398374,495.9837398
Oyster Sauce,95.15220949,19.82160393,52.11456628,23.30819672,502.705401
Oyster Sauce,82.74209651,18.57237937,44.58069884,21.87520799,481.3178037
Worcestershire Sauce,317.7104825,38.02828619,135.9966722,28.34608985,600.5806988
Worcestershire Sauce,325.202995,35.78202995,121.7004992,30.17304493,612.672213
Worcestershire Sauce,329.3510815,34.47420965,139.3394343,31.86189684,628.7054908
Worcestershire Sauce,298.6222962,39.70382696,129.640599,31.50915141,625.7104825
Worcestershire Sauce,327.9257426,33.49009901,121.7326733,29.34158416,652.5660066
Worcestershire Sauce,321.9852459,33.43934426,113.3836066,28.48688525,649.8016393
Worcestershire Sauce,333.8371711,34.875,119.4884868,29.47039474,665.0838816
Worcestershire Sauce,376.5809683,52.8163606,166.2754591,41.63439065,698.8263773
Worcestershire Sauce,333.0939044,33.55518946,114.261944,29.14003295,655.2800659
Worcestershire Sauce,341.1262458,35.5730897,118.717608,30.80398671,650.7990033
Worcestershire Sauce,323.6151316,33.56907895,110.2039474,29.17434211,616.6529605
Worcestershire Sauce,344.1663894,40.4359401,157.3560732,30.29284526,638.2462562
Worcestershire Sauce,348.6921797,33.68219634,113.7520799,30.88186356,643.6222962
Worcestershire Sauce,358.4435352,35.71849427,120.0016367,31.25204583,658.888707
Worcestershire Sauce,333.2638436,34.29967427,111.980456,29.59283388,634.4250814
Worcestershire Sauce,347.8927393,36.11551155,116.4455446,30.2640264,650.4405941
Worcestershire Sauce,349.296173,35.06655574,117.672213,30.13976705,647.8935108
Worcestershire Sauce,341.5613748,35.35679214,114.8183306,29.59410802,644.5450082
Worcestershire Sauce,382.7920133,47.33943428,181.608985,33.37936772,660.936772
Worcestershire Sauce,325.0199667,44.7437604,154.156406,29.27287854,618.9317804
Worcestershire Sauce,346.8236273,42.36772047,158.1597338,31.24126456,621.9184692
Worcestershire Sauce,317.6672213,38.12312812,119.1447587,33.71048253,603.78203
Worcestershire Sauce,322.3610649,39.32778702,123.4292845,30.50915141,612.8585691
Worcestershire Sauce,337.7004992,37.46755408,125.0049917,31.77204659,621.0133111
Worcestershire Sauce,323.7870216,35.40765391,122.0166389,29.55740433,614.452579
Worcestershire Sauce,329.7595357,42.75290216,149.2487562,32.48424544,667.7678275
Worcestershire Sauce,321.0639344,44.63770492,122.2606557,35.58852459,645.4672131
Worcestershire Sauce,341.7590164,38.37868852,115.5918033,35.32622951,642.3213115
Worcestershire Sauce,335.0441176,37.9379085,112.9281046,33.59150327,641.4395425
Worcestershire Sauce,335.5881384,38.87149918,113.4728171,33.27512356,645.3261944
